Estado,Year,tipo_energia,geracao
Santa Catarina,2016,Carvão,"4,247"
Rio G. do Sul,2016,Carvão,"2,917"
Mato G. do Sul,2016,Carvão,0
Mato Grosso,2016,Carvão,0
Goiás,2016,Carvão,0
Distrito Federal,2016,Carvão,0
BRASIL,2016,Carvão,"19,096"
BRASIL,2015,Carvão,"19,096"
Rondônia,2015,Carvão,0
Acre,2015,Carvão,0
Amazonas,2015,Carvão,0
Roraima,2015,Carvão,0
Pará,2015,Carvão,546
Amapá,2015,Carvão,0
Tocantins,2015,Carvão,0
Maranhão,2015,Carvão,"2,805"
Piauí,2015,Carvão,0
Ceará,2015,Carvão,"7,931"
Rio G. do Norte,2015,Carvão,0
Paraíba,2015,Carvão,0
Pernambuco,2015,Carvão,0
Alagoas,2015,Carvão,0
Sergipe,2015,Carvão,0
Bahia,2015,Carvão,0
Minas Gerais,2015,Carvão,0
Espírito Santo,2015,Carvão,0
Rio de Janeiro,2015,Carvão,0
São Paulo,2015,Carvão,0
Paraná,2015,Carvão,81
Santa Catarina,2015,Carvão,"4,921"
Rio G. do Sul,2015,Carvão,"2,814"
Mato G. do Sul,2015,Carvão,0
Mato Grosso,2015,Carvão,0
Goiás,2015,Carvão,0
Distrito Federal,2015,Carvão,0
BRASIL,2015,Carvão,"18,385"
BRASIL,2014,Carvão,"18,385"
Rondônia,2014,Carvão,0
Acre,2014,Carvão,0
Amazonas,2014,Carvão,0
Roraima,2014,Carvão,0
Pará,2014,Carvão,546
Amapá,2014,Carvão,0
Tocantins,2014,Carvão,0
Maranhão,2014,Carvão,"2,708"
Piauí,2014,Carvão,0
Ceará,2014,Carvão,"7,173"
Rio G. do Norte,2014,Carvão,0
Paraíba,2014,Carvão,0
Pernambuco,2014,Carvão,0
Alagoas,2014,Carvão,0
Sergipe,2014,Carvão,0
Bahia,2014,Carvão,0
Minas Gerais,2014,Carvão,0
Espírito Santo,2014,Carvão,0
Rio de Janeiro,2014,Carvão,0
São Paulo,2014,Carvão,0
Paraná,2014,Carvão,79
Santa Catarina,2014,Carvão,"4,986"
Rio G. do Sul,2014,Carvão,"2,893"
Mato G. do Sul,2014,Carvão,0
Mato Grosso,2014,Carvão,0
Goiás,2014,Carvão,0
Distrito Federal,2014,Carvão,0
BRASIL,2014,Carvão,"14,801"
BRASIL,2013,Carvão,"14,801"
Rondônia,2013,Carvão,0
Acre,2013,Carvão,0
Amazonas,2013,Carvão,0
Roraima,2013,Carvão,0
Pará,2013,Carvão,397
Amapá,2013,Carvão,0
Tocantins,2013,Carvão,0
Maranhão,2013,Carvão,"2,276"
Piauí,2013,Carvão,0
Ceará,2013,Carvão,"3,181"
Rio G. do Norte,2013,Carvão,0
Paraíba,2013,Carvão,0
Pernambuco,2013,Carvão,0
Alagoas,2013,Carvão,0
Sergipe,2013,Carvão,0
Bahia,2013,Carvão,0
Minas Gerais,2013,Carvão,0
Espírito Santo,2013,Carvão,0
Rio de Janeiro,2013,Carvão,0
São Paulo,2013,Carvão,0
Paraná,2013,Carvão,86
Santa Catarina,2013,Carvão,"5,681"
Rio G. do Sul,2013,Carvão,"3,181"
Mato G. do Sul,2013,Carvão,0
Mato Grosso,2013,Carvão,0
Goiás,2013,Carvão,0
Distrito Federal,2013,Carvão,0
BRASIL,2013,Carvão,"8,422"
BRASIL,2012,Carvão,"8,422"
Rondônia,2012,Carvão,0
Acre,2012,Carvão,0
Amazonas,2012,Carvão,0
Roraima,2012,Carvão,0
Pará,2012,Carvão,412
Amapá,2012,Carvão,0
Tocantins,2012,Carvão,0
Maranhão,2012,Carvão,304
Piauí,2012,Carvão,0
Ceará,2012,Carvão,60
Rio G. do Norte,2012,Carvão,0
Paraíba,2012,Carvão,0
Pernambuco,2012,Carvão,0
Alagoas,2012,Carvão,0
Sergipe,2012,Carvão,0
Bahia,2012,Carvão,0
Minas Gerais,2012,Carvão,0
Espírito Santo,2012,Carvão,0
Rio de Janeiro,2012,Carvão,0
São Paulo,2012,Carvão,0
Paraná,2012,Carvão,86
Santa Catarina,2012,Carvão,"4,534"
Rio G. do Sul,2012,Carvão,"3,026"
Mato G. do Sul,2012,Carvão,0
Mato Grosso,2012,Carvão,0
Goiás,2012,Carvão,0
Distrito Federal,2012,Carvão,0
BRASIL,2012,Carvão,"6,485"
BRASIL,2011,Carvão,"6,485"
Rondônia,2011,Carvão,0
Acre,2011,Carvão,0
Amazonas,2011,Carvão,0
Roraima,2011,Carvão,0
Pará,2011,Carvão,413
Amapá,2011,Carvão,0
Tocantins,2011,Carvão,0
Maranhão,2011,Carvão,330
Piauí,2011,Carvão,0
Ceará,2011,Carvão,0
Rio G. do Norte,2011,Carvão,0
Paraíba,2011,Carvão,0
Pernambuco,2011,Carvão,0
Alagoas,2011,Carvão,0
Sergipe,2011,Carvão,0
Bahia,2011,Carvão,0
Minas Gerais,2011,Carvão,0
Espírito Santo,2011,Carvão,0
Rio de Janeiro,2011,Carvão,0
São Paulo,2011,Carvão,0
Paraná,2011,Carvão,85
Santa Catarina,2011,Carvão,"3,547"
Rio G. do Sul,2011,Carvão,"2,110"
Mato G. do Sul,2011,Carvão,0
Mato Grosso,2011,Carvão,0
Goiás,2011,Carvão,0
Distrito Federal,2011,Carvão,
BRASIL,2023,Gás Natural,"38,589"
Rondônia,2023,Gás Natural,0
Acre,2023,Gás Natural,0
Amazonas,2023,Gás Natural,"6,479"
Roraima,2023,Gás Natural,724
Pará,2023,Gás Natural,0
Amapá,2023,Gás Natural,0
Tocantins,2023,Gás Natural,0
Maranhão,2023,Gás Natural,"4,358"
Piauí,2023,Gás Natural,0
Ceará,2023,Gás Natural,185
Rio G. do Norte,2023,Gás Natural,576
Paraíba,2023,Gás Natural,0
Pernambuco,2023,Gás Natural,208
Alagoas,2023,Gás Natural,38
Sergipe,2023,Gás Natural,27
Bahia,2023,Gás Natural,"1,049"
Minas Gerais,2023,Gás Natural,154
Espírito Santo,2023,Gás Natural,"4,429"
Rio de Janeiro,2023,Gás Natural,"16,032"
São Paulo,2023,Gás Natural,"3,619"
Paraná,2023,Gás Natural,341
Santa Catarina,2023,Gás Natural,10
Rio G. do Sul,2023,Gás Natural,186
Mato G. do Sul,2023,Gás Natural,153
Mato Grosso,2023,Gás Natural,0
Goiás,2023,Gás Natural,21
Distrito Federal,2023,Gás Natural,0
BRASIL,2023,Gás Natural,"42,035"
BRASIL,2022,Gás Natural,"42,035"
Rondônia,2022,Gás Natural,0
Acre,2022,Gás Natural,0
Amazonas,2022,Gás Natural,"6,087"
Roraima,2022,Gás Natural,392
Pará,2022,Gás Natural,0
Amapá,2022,Gás Natural,0
Tocantins,2022,Gás Natural,0
Maranhão,2022,Gás Natural,"4,048"
Piauí,2022,Gás Natural,0
Ceará,2022,Gás Natural,62
Rio G. do Norte,2022,Gás Natural,840
Paraíba,2022,Gás Natural,0
Pernambuco,2022,Gás Natural,56
Alagoas,2022,Gás Natural,39
Sergipe,2022,Gás Natural,835
Bahia,2022,Gás Natural,"1,589"
Minas Gerais,2022,Gás Natural,282
Espírito Santo,2022,Gás Natural,"4,314"
Rio de Janeiro,2022,Gás Natural,"17,698"
São Paulo,2022,Gás Natural,"3,688"
Paraná,2022,Gás Natural,571
Santa Catarina,2022,Gás Natural,11
Rio G. do Sul,2022,Gás Natural,167
Mato G. do Sul,2022,Gás Natural,203
Mato Grosso,2022,Gás Natural,"1,131"
Goiás,2022,Gás Natural,21
Distrito Federal,2022,Gás Natural,0
BRASIL,2022,Gás Natural,"86,861"
BRASIL,2021,Gás Natural,"86,861"
Rondônia,2021,Gás Natural,0
Acre,2021,Gás Natural,0
Amazonas,2021,Gás Natural,"7,956"
Roraima,2021,Gás Natural,0
Pará,2021,Gás Natural,0
Amapá,2021,Gás Natural,0
Tocantins,2021,Gás Natural,0
Maranhão,2021,Gás Natural,"8,459"
Piauí,2021,Gás Natural,0
Ceará,2021,Gás Natural,583
Rio G. do Norte,2021,Gás Natural,"1,144"
Paraíba,2021,Gás Natural,0
Pernambuco,2021,Gás Natural,"3,350"
Alagoas,2021,Gás Natural,22
Sergipe,2021,Gás Natural,"4,657"
Bahia,2021,Gás Natural,"1,562"
Minas Gerais,2021,Gás Natural,"2,302"
Espírito Santo,2021,Gás Natural,"5,000"
Rio de Janeiro,2021,Gás Natural,"37,872"
São Paulo,2021,Gás Natural,"6,382"
Paraná,2021,Gás Natural,"2,638"
Santa Catarina,2021,Gás Natural,11
Rio G. do Sul,2021,Gás Natural,"1,682"
Mato G. do Sul,2021,Gás Natural,"1,878"
Mato Grosso,2021,Gás Natural,"1,327"
Goiás,2021,Gás Natural,36
Distrito Federal,2021,Gás Natural,0
BRASIL,2021,Gás Natural,"53,515"
BRASIL,2020,Gás Natural,"53,515"
Rondônia,2020,Gás Natural,0
Acre,2020,Gás Natural,0
Amazonas,2020,Gás Natural,"7,644"
Roraima,2020,Gás Natural,0
Pará,2020,Gás Natural,0
Amapá,2020,Gás Natural,0
Tocantins,2020,Gás Natural,0
Maranhão,2020,Gás Natural,"5,851"
Piauí,2020,Gás Natural,0
Ceará,2020,Gás Natural,338
Rio G. do Norte,2020,Gás Natural,"1,207"
Paraíba,2020,Gás Natural,0
Pernambuco,2020,Gás Natural,"2,582"
Alagoas,2020,Gás Natural,22
Sergipe,2020,Gás Natural,907
Bahia,2020,Gás Natural,"1,382"
Minas Gerais,2020,Gás Natural,920
Espírito Santo,2020,Gás Natural,"3,696"
Rio de Janeiro,2020,Gás Natural,"20,543"
São Paulo,2020,Gás Natural,"4,288"
Paraná,2020,Gás Natural,"1,633"
Santa Catarina,2020,Gás Natural,10
Rio G. do Sul,2020,Gás Natural,354
Mato G. do Sul,2020,Gás Natural,997
Mato Grosso,2020,Gás Natural,"1,106"
Goiás,2020,Gás Natural,35
Distrito Federal,2020,Gás Natural,0
BRASIL,2020,Gás Natural,"60,188"
BRASIL,2019,Gás Natural,"60,188"
Rondônia,2019,Gás Natural,"2,525"
Acre,2019,Gás Natural,0
Amazonas,2019,Gás Natural,"7,257"
Roraima,2019,Gás Natural,0
Pará,2019,Gás Natural,0
Amapá,2019,Gás Natural,0
Tocantins,2019,Gás Natural,0
Maranhão,2019,Gás Natural,"5,887"
Piauí,2019,Gás Natural,0
Ceará,2019,Gás Natural,"1,508"
Rio G. do Norte,2019,Gás Natural,"1,360"
Paraíba,2019,Gás Natural,0
Pernambuco,2019,Gás Natural,"3,655"
Alagoas,2019,Gás Natural,29
Sergipe,2019,Gás Natural,34
Bahia,2019,Gás Natural,"1,722"
Minas Gerais,2019,Gás Natural,"1,733"
Espírito Santo,2019,Gás Natural,"3,211"
Rio de Janeiro,2019,Gás Natural,"22,531"
São Paulo,2019,Gás Natural,"4,944"
Paraná,2019,Gás Natural,538
Santa Catarina,2019,Gás Natural,14
Rio G. do Sul,2019,Gás Natural,397
Mato G. do Sul,2019,Gás Natural,"1,301"
Mato Grosso,2019,Gás Natural,"1,505"
Goiás,2019,Gás Natural,38
Distrito Federal,2019,Gás Natural,0
BRASIL,2019,Gás Natural,"54,295"
BRASIL,2018,Gás Natural,"54,295"
Rondônia,2018,Gás Natural,0
Acre,2018,Gás Natural,0
Amazonas,2018,Gás Natural,"5,660"
Roraima,2018,Gás Natural,0
Pará,2018,Gás Natural,0
Amapá,2018,Gás Natural,0
Tocantins,2018,Gás Natural,0
Maranhão,2018,Gás Natural,"5,917"
Piauí,2018,Gás Natural,0
Ceará,2018,Gás Natural,844
Rio G. do Norte,2018,Gás Natural,"1,494"
Paraíba,2018,Gás Natural,0
Pernambuco,2018,Gás Natural,"3,846"
Alagoas,2018,Gás Natural,30
Sergipe,2018,Gás Natural,33
Bahia,2018,Gás Natural,"2,265"
Minas Gerais,2018,Gás Natural,946
Espírito Santo,2018,Gás Natural,"3,145"
Rio de Janeiro,2018,Gás Natural,"22,903"
São Paulo,2018,Gás Natural,"4,755"
Paraná,2018,Gás Natural,403
Santa Catarina,2018,Gás Natural,14
Rio G. do Sul,2018,Gás Natural,743
Mato G. do Sul,2018,Gás Natural,"1,260"
Mato Grosso,2018,Gás Natural,0
Goiás,2018,Gás Natural,37
Distrito Federal,2018,Gás Natural,0
BRASIL,2018,Gás Natural,"65,591"
BRASIL,2017,Gás Natural,"65,591"
Rondônia,2017,Gás Natural,0
Acre,2017,Gás Natural,0
Amazonas,2017,Gás Natural,"3,832"
Roraima,2017,Gás Natural,0
Pará,2017,Gás Natural,0
Amapá,2017,Gás Natural,0
Tocantins,2017,Gás Natural,0
Maranhão,2017,Gás Natural,"6,811"
Piauí,2017,Gás Natural,0
Ceará,2017,Gás Natural,"2,554"
Rio G. do Norte,2017,Gás Natural,"2,008"
Paraíba,2017,Gás Natural,0
Pernambuco,2017,Gás Natural,"4,245"
Alagoas,2017,Gás Natural,30
Sergipe,2017,Gás Natural,32
Bahia,2017,Gás Natural,"1,677"
Minas Gerais,2017,Gás Natural,"1,826"
Espírito Santo,2017,Gás Natural,"3,297"
Rio de Janeiro,2017,Gás Natural,"29,586"
São Paulo,2017,Gás Natural,"5,576"
Paraná,2017,Gás Natural,503
Santa Catarina,2017,Gás Natural,13
Rio G. do Sul,2017,Gás Natural,888
Mato G. do Sul,2017,Gás Natural,"1,698"
Mato Grosso,2017,Gás Natural,976
Goiás,2017,Gás Natural,37
Distrito Federal,2017,Gás Natural,0
BRASIL,2017,Gás Natural,"56,550"
BRASIL,2016,Gás Natural,"56,550"
Rondônia,2016,Gás Natural,0
Acre,2016,Gás Natural,0
Amazonas,2016,Gás Natural,"3,792"
Roraima,2016,Gás Natural,0
Pará,2016,Gás Natural,0
Amapá,2016,Gás Natural,0
Tocantins,2016,Gás Natural,0
Maranhão,2016,Gás Natural,"7,969"
Piauí,2016,Gás Natural,0
Ceará,2016,Gás Natural,"1,988"
Rio G. do Norte,2016,Gás Natural,"1,983"
Paraíba,2016,Gás Natural,0
Pernambuco,2016,Gás Natural,"4,287"
Alagoas,2016,Gás Natural,30
Sergipe,2016,Gás Natural,32
Bahia,2016,Gás Natural,"2,254"
Minas Gerais,2016,Gás Natural,"1,242"
Espírito Santo,2016,Gás Natural,"3,250"
Rio de Janeiro,2016,Gás Natural,"23,452"
São Paulo,2016,Gás Natural,"4,233"
Paraná,2016,Gás Natural,354
Santa Catarina,2016,Gás Natural,0
Rio G. do Sul,2016,Gás Natural,182
Mato G. do Sul,2016,Gás Natural,"1,313"
Mato Grosso,2016,Gás Natural,150
Goiás,2016,Gás Natural,37
Distrito Federal,2016,Gás Natural,0
BRASIL,2016,Gás Natural,"79,503"
BRASIL,2015,Gás Natural,"79,503"
Rondônia,2015,Gás Natural,0
Acre,2015,Gás Natural,0
Amazonas,2015,Gás Natural,"4,199"
Roraima,2015,Gás Natural,0
Pará,2015,Gás Natural,0
Amapá,2015,Gás Natural,0
Tocantins,2015,Gás Natural,0
Maranhão,2015,Gás Natural,"4,672"
Piauí,2015,Gás Natural,0
Ceará,2015,Gás Natural,"3,093"
Rio G. do Norte,2015,Gás Natural,"2,478"
Paraíba,2015,Gás Natural,0
Pernambuco,2015,Gás Natural,"3,285"
Alagoas,2015,Gás Natural,31
Sergipe,2015,Gás Natural,38
Bahia,2015,Gás Natural,"2,830"
Minas Gerais,2015,Gás Natural,"2,419"
Espírito Santo,2015,Gás Natural,"3,351"
Rio de Janeiro,2015,Gás Natural,"34,388"
São Paulo,2015,Gás Natural,"7,650"
Paraná,2015,Gás Natural,"2,812"
Santa Catarina,2015,Gás Natural,0
Rio G. do Sul,2015,Gás Natural,"1,135"
Mato G. do Sul,2015,Gás Natural,"3,673"
Mato Grosso,2015,Gás Natural,"3,409"
Goiás,2015,Gás Natural,40
Distrito Federal,2015,Gás Natural,0
BRASIL,2015,Gás Natural,"81,073"
BRASIL,2014,Gás Natural,"81,073"
Rondônia,2014,Gás Natural,0
Acre,2014,Gás Natural,0
Amazonas,2014,Gás Natural,"3,771"
Roraima,2014,Gás Natural,0
Pará,2014,Gás Natural,0
Amapá,2014,Gás Natural,0
Tocantins,2014,Gás Natural,0
Maranhão,2014,Gás Natural,"6,897"
Piauí,2014,Gás Natural,0
Ceará,2014,Gás Natural,"3,801"
Rio G. do Norte,2014,Gás Natural,"2,651"
Paraíba,2014,Gás Natural,0
Pernambuco,2014,Gás Natural,"3,870"
Alagoas,2014,Gás Natural,31
Sergipe,2014,Gás Natural,38
Bahia,2014,Gás Natural,"2,579"
Minas Gerais,2014,Gás Natural,"2,235"
Espírito Santo,2014,Gás Natural,"3,238"
Rio de Janeiro,2014,Gás Natural,"33,750"
São Paulo,2014,Gás Natural,"7,527"
Paraná,2014,Gás Natural,"3,870"
Santa Catarina,2014,Gás Natural,0
Rio G. do Sul,2014,Gás Natural,563
Mato G. do Sul,2014,Gás Natural,"3,276"
Mato Grosso,2014,Gás Natural,"2,979"
Goiás,2014,Gás Natural,0
Distrito Federal,2014,Gás Natural,0
BRASIL,2014,Gás Natural,"68,942"
BRASIL,2013,Gás Natural,"68,942"
Rondônia,2013,Gás Natural,0
Acre,2013,Gás Natural,0
Amazonas,2013,Gás Natural,"4,084"
Roraima,2013,Gás Natural,0
Pará,2013,Gás Natural,0
Amapá,2013,Gás Natural,0
Tocantins,2013,Gás Natural,0
Maranhão,2013,Gás Natural,"4,789"
Piauí,2013,Gás Natural,0
Ceará,2013,Gás Natural,"3,864"
Rio G. do Norte,2013,Gás Natural,"2,056"
Paraíba,2013,Gás Natural,0
Pernambuco,2013,Gás Natural,"3,636"
Alagoas,2013,Gás Natural,23
Sergipe,2013,Gás Natural,12
Bahia,2013,Gás Natural,"3,610"
Minas Gerais,2013,Gás Natural,"2,295"
Espírito Santo,2013,Gás Natural,"2,087"
Rio de Janeiro,2013,Gás Natural,"28,529"
São Paulo,2013,Gás Natural,"6,513"
Paraná,2013,Gás Natural,"2,478"
Santa Catarina,2013,Gás Natural,0
Rio G. do Sul,2013,Gás Natural,379
Mato G. do Sul,2013,Gás Natural,"2,517"
Mato Grosso,2013,Gás Natural,"2,068"
Goiás,2013,Gás Natural,0
Distrito Federal,2013,Gás Natural,0
BRASIL,2013,Gás Natural,"46,679"
BRASIL,2012,Gás Natural,"46,679"
Rondônia,2012,Gás Natural,0
Acre,2012,Gás Natural,0
Amazonas,2012,Gás Natural,"3,571"
Roraima,2012,Gás Natural,0
Pará,2012,Gás Natural,0
Amapá,2012,Gás Natural,0
Tocantins,2012,Gás Natural,0
Maranhão,2012,Gás Natural,0
Piauí,2012,Gás Natural,0
Ceará,2012,Gás Natural,"2,115"
Rio G. do Norte,2012,Gás Natural,"1,578"
Paraíba,2012,Gás Natural,0
Pernambuco,2012,Gás Natural,"2,870"
Alagoas,2012,Gás Natural,23
Sergipe,2012,Gás Natural,12
Bahia,2012,Gás Natural,"2,327"
Minas Gerais,2012,Gás Natural,"1,503"
Espírito Santo,2012,Gás Natural,"1,142"
Rio de Janeiro,2012,Gás Natural,"21,102"
São Paulo,2012,Gás Natural,"4,704"
Paraná,2012,Gás Natural,"2,463"
Santa Catarina,2012,Gás Natural,0
Rio G. do Sul,2012,Gás Natural,274
Mato G. do Sul,2012,Gás Natural,"1,278"
Mato Grosso,2012,Gás Natural,"1,716"
Goiás,2012,Gás Natural,0
Distrito Federal,2012,Gás Natural,0
BRASIL,2012,Gás Natural,"25,095"
BRASIL,2011,Gás Natural,"25,095"
Rondônia,2011,Gás Natural,0
Acre,2011,Gás Natural,0
Amazonas,2011,Gás Natural,"2,423"
Roraima,2011,Gás Natural,0
Pará,2011,Gás Natural,0
Amapá,2011,Gás Natural,0
Tocantins,2011,Gás Natural,0
Maranhão,2011,Gás Natural,0
Piauí,2011,Gás Natural,0
Ceará,2011,Gás Natural,"1,231"
Rio G. do Norte,2011,Gás Natural,"1,089"
Paraíba,2011,Gás Natural,0
Pernambuco,2011,Gás Natural,"2,847"
Alagoas,2011,Gás Natural,55
Sergipe,2011,Gás Natural,14
Bahia,2011,Gás Natural,"1,541"
Minas Gerais,2011,Gás Natural,220
Espírito Santo,2011,Gás Natural,648
Rio de Janeiro,2011,Gás Natural,"12,462"
São Paulo,2011,Gás Natural,"2,250"
Paraná,2011,Gás Natural,148
Santa Catarina,2011,Gás Natural,0
Rio G. do Sul,2011,Gás Natural,117
Mato G. do Sul,2011,Gás Natural,49
Mato Grosso,2011,Gás Natural,3
Goiás,2011,Gás Natural,0
Distrito Federal,2011,Gás Natural,0
BRASIL,2023,Gás de Coqueria,"1,328"
Rondônia,2023,Gás de Coqueria,0
Acre,2023,Gás de Coqueria,0
Amazonas,2023,Gás de Coqueria,0
Roraima,2023,Gás de Coqueria,0
Pará,2023,Gás de Coqueria,0
Amapá,2023,Gás de Coqueria,0
Tocantins,2023,Gás de Coqueria,0
Maranhão,2023,Gás de Coqueria,0
Piauí,2023,Gás de Coqueria,0
Ceará,2023,Gás de Coqueria,24
Rio G. do Norte,2023,Gás de Coqueria,0
Paraíba,2023,Gás de Coqueria,0
Pernambuco,2023,Gás de Coqueria,0
Alagoas,2023,Gás de Coqueria,0
Sergipe,2023,Gás de Coqueria,0
Bahia,2023,Gás de Coqueria,0
Minas Gerais,2023,Gás de Coqueria,74
Espírito Santo,2023,Gás de Coqueria,657
Rio de Janeiro,2023,Gás de Coqueria,573
São Paulo,2023,Gás de Coqueria,0
Paraná,2023,Gás de Coqueria,0
Santa Catarina,2023,Gás de Coqueria,0
Rio G. do Sul,2023,Gás de Coqueria,0
Mato G. do Sul,2023,Gás de Coqueria,0
Mato Grosso,2023,Gás de Coqueria,0
Goiás,2023,Gás de Coqueria,0
Distrito Federal,2023,Gás de Coqueria,0
BRASIL,2023,Gás de Coqueria,"1,514"
BRASIL,2022,Gás de Coqueria,"1,514"
Rondônia,2022,Gás de Coqueria,0
Acre,2022,Gás de Coqueria,0
Amazonas,2022,Gás de Coqueria,0
Roraima,2022,Gás de Coqueria,0
Pará,2022,Gás de Coqueria,0
Amapá,2022,Gás de Coqueria,0
Tocantins,2022,Gás de Coqueria,0
Maranhão,2022,Gás de Coqueria,0
Piauí,2022,Gás de Coqueria,0
Ceará,2022,Gás de Coqueria,50
Rio G. do Norte,2022,Gás de Coqueria,0
Paraíba,2022,Gás de Coqueria,0
Pernambuco,2022,Gás de Coqueria,0
Alagoas,2022,Gás de Coqueria,0
Sergipe,2022,Gás de Coqueria,0
Bahia,2022,Gás de Coqueria,0
Minas Gerais,2022,Gás de Coqueria,62
Espírito Santo,2022,Gás de Coqueria,656
Rio de Janeiro,2022,Gás de Coqueria,746
São Paulo,2022,Gás de Coqueria,0
Paraná,2022,Gás de Coqueria,0
Santa Catarina,2022,Gás de Coqueria,0
Rio G. do Sul,2022,Gás de Coqueria,0
Mato G. do Sul,2022,Gás de Coqueria,0
Mato Grosso,2022,Gás de Coqueria,0
Goiás,2022,Gás de Coqueria,0
Distrito Federal,2022,Gás de Coqueria,0
BRASIL,2022,Gás de Coqueria,"1,666"
BRASIL,2021,Gás de Coqueria,"1,666"
Rondônia,2021,Gás de Coqueria,0
Acre,2021,Gás de Coqueria,0
Amazonas,2021,Gás de Coqueria,0
Roraima,2021,Gás de Coqueria,0
Pará,2021,Gás de Coqueria,0
Amapá,2021,Gás de Coqueria,0
Tocantins,2021,Gás de Coqueria,0
Maranhão,2021,Gás de Coqueria,0
Piauí,2021,Gás de Coqueria,0
Ceará,2021,Gás de Coqueria,78
Rio G. do Norte,2021,Gás de Coqueria,0
Paraíba,2021,Gás de Coqueria,0
Pernambuco,2021,Gás de Coqueria,0
Alagoas,2021,Gás de Coqueria,0
Sergipe,2021,Gás de Coqueria,0
Bahia,2021,Gás de Coqueria,0
Minas Gerais,2021,Gás de Coqueria,97
Espírito Santo,2021,Gás de Coqueria,705
Rio de Janeiro,2021,Gás de Coqueria,786
São Paulo,2021,Gás de Coqueria,0
Paraná,2021,Gás de Coqueria,0
Santa Catarina,2021,Gás de Coqueria,0
Rio G. do Sul,2021,Gás de Coqueria,0
Mato G. do Sul,2021,Gás de Coqueria,0
Mato Grosso,2021,Gás de Coqueria,0
Goiás,2021,Gás de Coqueria,0
Distrito Federal,2021,Gás de Coqueria,0
BRASIL,2021,Gás de Coqueria,"1,435"
BRASIL,2020,Gás de Coqueria,"1,435"
Rondônia,2020,Gás de Coqueria,0
Acre,2020,Gás de Coqueria,0
Amazonas,2020,Gás de Coqueria,0
Roraima,2020,Gás de Coqueria,0
Pará,2020,Gás de Coqueria,0
Amapá,2020,Gás de Coqueria,0
Tocantins,2020,Gás de Coqueria,0
Maranhão,2020,Gás de Coqueria,0
Piauí,2020,Gás de Coqueria,0
Ceará,2020,Gás de Coqueria,96
Rio G. do Norte,2020,Gás de Coqueria,0
Paraíba,2020,Gás de Coqueria,0
Pernambuco,2020,Gás de Coqueria,0
Alagoas,2020,Gás de Coqueria,0
Sergipe,2020,Gás de Coqueria,0
Bahia,2020,Gás de Coqueria,0
Minas Gerais,2020,Gás de Coqueria,67
Espírito Santo,2020,Gás de Coqueria,570
Rio de Janeiro,2020,Gás de Coqueria,703
São Paulo,2020,Gás de Coqueria,0
Paraná,2020,Gás de Coqueria,0
Santa Catarina,2020,Gás de Coqueria,0
